match_id,match_date,stage,home_team,away_team,home_goals,away_goals,target,home_country,away_country
551908,2025-09-17 19:00:00+00:00,LEAGUE_STAGE,FC Bayern München,Chelsea FC,3,1,2,Germany,England
551936,2025-09-17 19:00:00+00:00,LEAGUE_STAGE,AFC Ajax,FC Internazionale Milano,0,2,0,Netherlands,Italy
551975,2025-09-18 16:45:00+00:00,LEAGUE_STAGE,FC København,Bayer 04 Leverkusen,2,2,1,Denmark,Germany
551995,2025-09-18 16:45:00+00:00,LEAGUE_STAGE,Club Brugge KV,AS Monaco FC,4,1,2,Belgium,Monaco
551958,2025-09-18 19:00:00+00:00,LEAGUE_STAGE,Newcastle United FC,FC Barcelona,1,2,0,England,Spain
551965,2025-09-18 19:00:00+00:00,LEAGUE_STAGE,Manchester City FC,SSC Napoli,2,0,2,England,Italy
552000,2025-09-18 19:00:00+00:00,LEAGUE_STAGE,Eintracht Frankfurt,Galatasaray SK,5,1,2,Germany,Turkey
552027,2025-09-18 19:00:00+00:00,LEAGUE_STAGE,Sporting Clube de Portugal,FK Kairat,4,1,2,Portugal,Kazakhstan
551982,2025-09-30 16:45:00+00:00,LEAGUE_STAGE,Atalanta BC,Club Brugge KV,2,1,2,Italy,Belgium
551930,2025-09-30 16:45:00+00:00,LEAGUE_STAGE,FK Kairat,Real Madrid CF,0,5,0,Kazakhstan,Spain
551917,2025-09-30 19:00:00+00:00,LEAGUE_STAGE,Chelsea FC,Sport Lisboa e Benfica,1,0,2,England,Portugal
551915,2025-09-30 19:00:00+00:00,LEAGUE_STAGE,Paphos FC,FC Bayern München,1,5,0,Cyprus,Germany
551935,2025-09-30 19:00:00+00:00,LEAGUE_STAGE,FC Internazionale Milano,SK Slavia Praha,3,0,2,Italy,Czech Republic
552015,2025-09-30 19:00:00+00:00,LEAGUE_STAGE,Olympique de Marseille,AFC Ajax,4,0,2,France,Netherlands
551997,2025-09-30 19:00:00+00:00,LEAGUE_STAGE,Club Atlético de Madrid,Eintracht Frankfurt,5,1,2,Spain,Germany
551951,2025-09-30 19:00:00+00:00,LEAGUE_STAGE,Galatasaray SK,Liverpool FC,1,0,2,Turkey,England
552020,2025-09-30 19:00:00+00:00,LEAGUE_STAGE,FK Bodø/Glimt,Tottenham Hotspur FC,2,2,1,Norway,England
552039,2025-10-01 16:45:00+00:00,LEAGUE_STAGE,Qarabağ Ağdam FK,FC København,2,0,2,Azerbaijan,Denmark
552044,2025-10-01 16:45:00+00:00,LEAGUE_STAGE,Royale Union Saint-Gilloise,Newcastle United FC,0,4,0,Belgium,England
551952,2025-10-01 19:00:00+00:00,LEAGUE_STAGE,FC Barcelona,Paris Saint-Germain FC,1,2,0,Spain,France
551944,2025-10-01 19:00:00+00:00,LEAGUE_STAGE,Borussia Dortmund,Athletic Club,4,1,2,Germany,Spain
552002,2025-10-01 19:00:00+00:00,LEAGUE_STAGE,Villarreal CF,Juventus FC,2,2,1,Spain,Italy
552026,2025-10-01 19:00:00+00:00,LEAGUE_STAGE,SSC Napoli,Sporting Clube de Portugal,2,1,2,Italy,Portugal
551972,2025-10-01 19:00:00+00:00,LEAGUE_STAGE,Bayer 04 Leverkusen,PSV,1,1,1,Germany,Netherlands
551968,2025-10-01 19:00:00+00:00,LEAGUE_STAGE,AS Monaco FC,Manchester City FC,2,2,1,Monaco,England
551978,2025-10-01 19:00:00+00:00,LEAGUE_STAGE,Arsenal FC,PAE Olympiakos SFP,2,0,2,England,Greece
551955,2025-10-21 16:45:00+00:00,LEAGUE_STAGE,FC Barcelona,PAE Olympiakos SFP,6,1,2,Spain,Greece
552045,2025-10-21 16:45:00+00:00,LEAGUE_STAGE,FK Kairat,Paphos FC,0,0,1,Kazakhstan,Cyprus
551945,2025-10-21 19:00:00+00:00,LEAGUE_STAGE,FC København,Borussia Dortmund,2,4,0,Denmark,Germany
551960,2025-10-21 19:00:00+00:00,LEAGUE_STAGE,Bayer 04 Leverkusen,Paris Saint-Germain FC,2,7,0,Germany,France
551964,2025-10-21 19:00:00+00:00,LEAGUE_STAGE,Villarreal CF,Manchester City FC,0,2,0,Spain,England
551976,2025-10-21 19:00:00+00:00,LEAGUE_STAGE,Arsenal FC,Club Atlético de Madrid,4,0,2,England,Spain
551992,2025-10-21 19:00:00+00:00,LEAGUE_STAGE,Newcastle United FC,Sport Lisboa e Benfica,3,0,2,England,Portugal
552048,2025-10-21 19:00:00+00:00,LEAGUE_STAGE,PSV,SSC Napoli,6,2,2,Netherlands,Italy
551938,2025-10-21 19:00:00+00:00,LEAGUE_STAGE,Royale Union Saint-Gilloise,FC Internazionale Milano,0,4,0,Belgium,Italy
552040,2025-10-22 16:45:00+00:00,LEAGUE_STAGE,Athletic Club,Qarabağ Ağdam FK,3,1,2,Spain,Azerbaijan
552025,2025-10-22 16:45:00+00:00,LEAGUE_STAGE,Galatasaray SK,FK Bodø/Glimt,3,1,2,Turkey,Norway
551984,2025-10-22 19:00:00+00:00,LEAGUE_STAGE,Atalanta BC,SK Slavia Praha,0,0,1,Italy,Czech Republic
551925,2025-10-22 19:00:00+00:00,LEAGUE_STAGE,Real Madrid CF,Juventus FC,1,0,2,Spain,Italy
551919,2025-10-22 19:00:00+00:00,LEAGUE_STAGE,Chelsea FC,AFC Ajax,5,1,2,England,Netherlands
551947,2025-10-22 19:00:00+00:00,LEAGUE_STAGE,Eintracht Frankfurt,Liverpool FC,1,5,0,Germany,England
552022,2025-10-22 19:00:00+00:00,LEAGUE_STAGE,AS Monaco FC,Tottenham Hotspur FC,0,0,1,Monaco,England
552016,2025-10-22 19:00:00+00:00,LEAGUE_STAGE,Sporting Clube de Portugal,Olympique de Marseille,2,1,2,Portugal,France
551910,2025-10-22 19:00:00+00:00,LEAGUE_STAGE,FC Bayern München,Club Brugge KV,4,0,2,Germany,Belgium
551979,2025-11-04 17:45:00+00:00,LEAGUE_STAGE,SK Slavia Praha,Arsenal FC,0,3,0,Czech Republic,England
551999,2025-11-04 17:45:00+00:00,LEAGUE_STAGE,SSC Napoli,Eintracht Frankfurt,0,0,1,Italy,Germany
552003,2025-11-04 20:00:00+00:00,LEAGUE_STAGE,Juventus FC,Sporting Clube de Portugal,1,1,1,Italy,Portugal
552009,2025-11-04 20:00:00+00:00,LEAGUE_STAGE,Club Atlético de Madrid,Royale Union Saint-Gilloise,3,1,2,Spain,Belgium
552024,2025-11-04 20:00:00+00:00,LEAGUE_STAGE,FK Bodø/Glimt,AS Monaco FC,0,1,0,Norway,Monaco
552029,2025-11-04 20:00:00+00:00,LEAGUE_STAGE,PAE Olympiakos SFP,PSV,1,1,1,Greece,Netherlands
551909,2025-11-04 20:00:00+00:00,LEAGUE_STAGE,Paris Saint-Germain FC,FC Bayern München,1,2,0,France,Germany
551924,2025-11-04 20:00:00+00:00,LEAGUE_STAGE,Liverpool FC,Real Madrid CF,1,0,2,England,Spain
552021,2025-11-04 20:00:00+00:00,LEAGUE_STAGE,Tottenham Hotspur FC,FC København,4,0,2,England,Denmark
552014,2025-11-05 17:45:00+00:00,LEAGUE_STAGE,Paphos FC,Villarreal CF,1,0,2,Cyprus,Spain
551922,2025-11-05 17:45:00+00:00,LEAGUE_STAGE,Qarabağ Ağdam FK,Chelsea FC,2,2,1,Azerbaijan,England
552033,2025-11-05 20:00:00+00:00,LEAGUE_STAGE,AFC Ajax,Galatasaray SK,0,3,0,Netherlands,Turkey
552047,2025-11-05 20:00:00+00:00,LEAGUE_STAGE,Newcastle United FC,Athletic Club,2,0,2,England,Spain
551985,2025-11-05 20:00:00+00:00,LEAGUE_STAGE,Olympique de Marseille,Atalanta BC,0,1,0,France,Italy
551954,2025-11-05 20:00:00+00:00,LEAGUE_STAGE,Club Brugge KV,FC Barcelona,3,3,1,Belgium,Spain
551939,2025-11-05 20:00:00+00:00,LEAGUE_STAGE,Manchester City FC,Borussia Dortmund,4,1,2,England,Germany
551937,2025-11-05 20:00:00+00:00,LEAGUE_STAGE,FC Internazionale Milano,FK Kairat,2,1,2,Italy,Kazakhstan
551971,2025-11-05 20:00:00+00:00,LEAGUE_STAGE,Sport Lisboa e Benfica,Bayer 04 Leverkusen,0,1,0,Portugal,Germany
551990,2025-11-25 17:45:00+00:00,LEAGUE_STAGE,AFC Ajax,Sport Lisboa e Benfica,0,2,0,Netherlands,Portugal
552043,2025-11-25 17:45:00+00:00,LEAGUE_STAGE,Galatasaray SK,Royale Union Saint-Gilloise,0,1,0,Turkey,Belgium
552037,2025-11-25 20:00:00+00:00,LEAGUE_STAGE,SSC Napoli,Qarabağ Ağdam FK,2,0,2,Italy,Azerbaijan
552035,2025-11-25 20:00:00+00:00,LEAGUE_STAGE,SK Slavia Praha,Athletic Club,0,0,1,Czech Republic,Spain
551916,2025-11-25 20:00:00+00:00,LEAGUE_STAGE,Chelsea FC,FC Barcelona,3,0,2,England,Spain
552004,2025-11-25 20:00:00+00:00,LEAGUE_STAGE,FK Bodø/Glimt,Juventus FC,2,3,0,Norway,Italy
551963,2025-11-25 20:00:00+00:00,LEAGUE_STAGE,Manchester City FC,Bayer 04 Leverkusen,0,2,0,England,Germany
551940,2025-11-25 20:00:00+00:00,LEAGUE_STAGE,Borussia Dortmund,Villarreal CF,4,0,2,Germany,Spain
552017,2025-11-25 20:00:00+00:00,LEAGUE_STAGE,Olympique de Marseille,Newcastle United FC,2,1,2,France,England
552042,2025-11-26 17:45:00+00:00,LEAGUE_STAGE,Paphos FC,AS Monaco FC,2,2,1,Cyprus,Monaco
552046,2025-11-26 17:45:00+00:00,LEAGUE_STAGE,FC København,FK Kairat,3,2,2,Denmark,Kazakhstan
551948,2025-11-26 20:00:00+00:00,LEAGUE_STAGE,Liverpool FC,PSV,1,4,0,England,Netherlands
551961,2025-11-26 20:00:00+00:00,LEAGUE_STAGE,Paris Saint-Germain FC,Tottenham Hotspur FC,5,3,2,France,England
551983,2025-11-26 20:00:00+00:00,LEAGUE_STAGE,Eintracht Frankfurt,Atalanta BC,0,3,0,Germany,Italy
551911,2025-11-26 20:00:00+00:00,LEAGUE_STAGE,Arsenal FC,FC Bayern München,3,1,2,England,Germany
551928,2025-11-26 20:00:00+00:00,LEAGUE_STAGE,PAE Olympiakos SFP,Real Madrid CF,3,4,0,Greece,Spain
551934,2025-11-26 20:00:00+00:00,LEAGUE_STAGE,Club Atlético de Madrid,FC Internazionale Milano,2,1,2,Spain,Italy
551994,2025-11-26 20:00:00+00:00,LEAGUE_STAGE,Sporting Clube de Portugal,Club Brugge KV,3,0,2,Portugal,Belgium
552032,2025-12-09 15:30:00+00:00,LEAGUE_STAGE,FK Kairat,PAE Olympiakos SFP,0,1,0,Kazakhstan,Greece
551912,2025-12-09 17:45:00+00:00,LEAGUE_STAGE,FC Bayern München,Sporting Clube de Portugal,3,1,2,Germany,Portugal
552019,2025-12-09 20:00:00+00:00,LEAGUE_STAGE,Tottenham Hotspur FC,SK Slavia Praha,3,0,2,England,Czech Republic
551931,2025-12-09 20:00:00+00:00,LEAGUE_STAGE,FC Internazionale Milano,Liverpool FC,0,1,0,Italy,England
551918,2025-12-09 20:00:00+00:00,LEAGUE_STAGE,Atalanta BC,Chelsea FC,2,1,2,Italy,England
552041,2025-12-09 20:00:00+00:00,LEAGUE_STAGE,AS Monaco FC,Galatasaray SK,1,0,2,Monaco,Turkey
552018,2025-12-09 20:00:00+00:00,LEAGUE_STAGE,Royale Union Saint-Gilloise,Olympique de Marseille,2,3,0,Belgium,France
552008,2025-12-09 20:00:00+00:00,LEAGUE_STAGE,PSV,Club Atlético de Madrid,2,3,0,Netherlands,Spain
551953,2025-12-09 20:00:00+00:00,LEAGUE_STAGE,FC Barcelona,Eintracht Frankfurt,2,1,2,Spain,Germany
552034,2025-12-10 17:45:00+00:00,LEAGUE_STAGE,Qarabağ Ağdam FK,AFC Ajax,2,4,0,Azerbaijan,Netherlands
552013,2025-12-10 17:45:00+00:00,LEAGUE_STAGE,Villarreal CF,FC København,2,3,0,Spain,Denmark
551974,2025-12-10 20:00:00+00:00,LEAGUE_STAGE,Bayer 04 Leverkusen,Newcastle United FC,2,2,1,Germany,England
551977,2025-12-10 20:00:00+00:00,LEAGUE_STAGE,Club Brugge KV,Arsenal FC,0,3,0,Belgium,England
551989,2025-12-10 20:00:00+00:00,LEAGUE_STAGE,Sport Lisboa e Benfica,SSC Napoli,2,0,2,Portugal,Italy
552005,2025-12-10 20:00:00+00:00,LEAGUE_STAGE,Juventus FC,Paphos FC,2,0,2,Italy,Cyprus
551923,2025-12-10 20:00:00+00:00,LEAGUE_STAGE,Real Madrid CF,Manchester City FC,1,2,0,Spain,England
551942,2025-12-10 20:00:00+00:00,LEAGUE_STAGE,Borussia Dortmund,FK Bodø/Glimt,2,2,1,Germany,Norway
551969,2025-12-10 20:00:00+00:00,LEAGUE_STAGE,Athletic Club,Paris Saint-Germain FC,0,0,1,Spain,France
551996,2026-01-20 15:30:00+00:00,LEAGUE_STAGE,FK Kairat,Club Brugge KV,1,4,0,Kazakhstan,Belgium
551966,2026-01-20 17:45:00+00:00,LEAGUE_STAGE,FK Bodø/Glimt,Manchester City FC,3,1,2,Norway,England
551943,2026-01-20 20:00:00+00:00,LEAGUE_STAGE,Tottenham Hotspur FC,Borussia Dortmund,2,0,2,England,Germany
551962,2026-01-20 20:00:00+00:00,LEAGUE_STAGE,Sporting Clube de Portugal,Paris Saint-Germain FC,2,1,2,Portugal,France
551973,2026-01-20 20:00:00+00:00,LEAGUE_STAGE,PAE Olympiakos SFP,Bayer 04 Leverkusen,2,0,2,Greece,Germany
552011,2026-01-20 20:00:00+00:00,LEAGUE_STAGE,Villarreal CF,AFC Ajax,1,2,0,Spain,Netherlands
552038,2026-01-20 20:00:00+00:00,LEAGUE_STAGE,FC København,SSC Napoli,1,1,1,Denmark,Italy
551929,2026-01-20 20:00:00+00:00,LEAGUE_STAGE,Real Madrid CF,AS Monaco FC,6,1,2,Spain,Monaco
551933,2026-01-20 20:00:00+00:00,LEAGUE_STAGE,FC Internazionale Milano,Arsenal FC,1,3,0,Italy,England
552010,2026-01-21 17:45:00+00:00,LEAGUE_STAGE,Galatasaray SK,Club Atlético de Madrid,1,1,1,Turkey,Spain
552001,2026-01-21 17:45:00+00:00,LEAGUE_STAGE,Qarabağ Ağdam FK,Eintracht Frankfurt,3,2,2,Azerbaijan,Germany
551956,2026-01-21 20:00:00+00:00,LEAGUE_STAGE,SK Slavia Praha,FC Barcelona,2,4,0,Czech Republic,Spain
551986,2026-01-21 20:00:00+00:00,LEAGUE_STAGE,Atalanta BC,Athletic Club,2,3,0,Italy,Spain
551988,2026-01-21 20:00:00+00:00,LEAGUE_STAGE,Juventus FC,Sport Lisboa e Benfica,2,0,2,Italy,Portugal
552036,2026-01-21 20:00:00+00:00,LEAGUE_STAGE,Newcastle United FC,PSV,3,0,2,England,Netherlands
551914,2026-01-21 20:00:00+00:00,LEAGUE_STAGE,FC Bayern München,Royale Union Saint-Gilloise,2,0,2,Germany,Belgium
551921,2026-01-21 20:00:00+00:00,LEAGUE_STAGE,Chelsea FC,Paphos FC,1,0,2,England,Cyprus
551949,2026-01-21 20:00:00+00:00,LEAGUE_STAGE,Olympique de Marseille,Liverpool FC,0,3,0,France,England
552030,2026-01-28 20:00:00+00:00,LEAGUE_STAGE,AFC Ajax,PAE Olympiakos SFP,1,2,0,Netherlands,Greece
551932,2026-01-28 20:00:00+00:00,LEAGUE_STAGE,Borussia Dortmund,FC Internazionale Milano,0,2,0,Germany,Italy
551926,2026-01-28 20:00:00+00:00,LEAGUE_STAGE,Sport Lisboa e Benfica,Real Madrid CF,4,2,2,Portugal,Spain
551920,2026-01-28 20:00:00+00:00,LEAGUE_STAGE,SSC Napoli,Chelsea FC,2,3,0,Italy,England
552051,2026-01-28 20:00:00+00:00,LEAGUE_STAGE,Paphos FC,SK Slavia Praha,4,1,2,Cyprus,Czech Republic
552050,2026-01-28 20:00:00+00:00,LEAGUE_STAGE,Paris Saint-Germain FC,Newcastle United FC,1,1,1,France,England
552028,2026-01-28 20:00:00+00:00,LEAGUE_STAGE,Athletic Club,Sporting Clube de Portugal,2,3,0,Spain,Portugal
551913,2026-01-28 20:00:00+00:00,LEAGUE_STAGE,PSV,FC Bayern München,1,2,0,Netherlands,Germany
552006,2026-01-28 20:00:00+00:00,LEAGUE_STAGE,AS Monaco FC,Juventus FC,0,0,1,Monaco,Italy
551998,2026-01-28 20:00:00+00:00,LEAGUE_STAGE,Eintracht Frankfurt,Tottenham Hotspur FC,0,2,0,Germany,England
551993,2026-01-28 20:00:00+00:00,LEAGUE_STAGE,Club Brugge KV,Olympique de Marseille,3,0,2,Belgium,France
551987,2026-01-28 20:00:00+00:00,LEAGUE_STAGE,Royale Union Saint-Gilloise,Atalanta BC,1,0,2,Belgium,Italy
551980,2026-01-28 20:00:00+00:00,LEAGUE_STAGE,Arsenal FC,FK Kairat,3,2,2,England,Kazakhstan
551970,2026-01-28 20:00:00+00:00,LEAGUE_STAGE,Bayer 04 Leverkusen,Villarreal CF,3,0,2,Germany,Spain
551967,2026-01-28 20:00:00+00:00,LEAGUE_STAGE,Manchester City FC,Galatasaray SK,2,0,2,England,Turkey
551957,2026-01-28 20:00:00+00:00,LEAGUE_STAGE,FC Barcelona,FC København,4,1,2,Spain,Denmark
552007,2026-01-28 20:00:00+00:00,LEAGUE_STAGE,Club Atlético de Madrid,FK Bodø/Glimt,1,2,0,Spain,Norway
551950,2026-01-28 20:00:00+00:00,LEAGUE_STAGE,Liverpool FC,Qarabağ Ağdam FK,6,0,2,England,Azerbaijan
552055,2026-02-17 17:45:00+00:00,PLAYOFFS,Galatasaray SK,Juventus FC,5,2,2,Turkey,Italy
552053,2026-02-17 20:00:00+00:00,PLAYOFFS,AS Monaco FC,Paris Saint-Germain FC,2,3,0,Monaco,France
552052,2026-02-17 20:00:00+00:00,PLAYOFFS,Sport Lisboa e Benfica,Real Madrid CF,0,1,0,Portugal,Spain
552057,2026-02-17 20:15:00+00:00,PLAYOFFS,Borussia Dortmund,Atalanta BC,2,0,2,Germany,Italy
552054,2026-02-18 17:45:00+00:00,PLAYOFFS,Qarabağ Ağdam FK,Newcastle United FC,1,6,0,Azerbaijan,England
552056,2026-02-18 20:00:00+00:00,PLAYOFFS,Club Brugge KV,Club Atlético de Madrid,3,3,1,Belgium,Spain
552058,2026-02-18 20:00:00+00:00,PLAYOFFS,PAE Olympiakos SFP,Bayer 04 Leverkusen,0,2,0,Greece,Germany
552059,2026-02-18 20:00:00+00:00,PLAYOFFS,FK Bodø/Glimt,FC Internazionale Milano,3,1,2,Norway,Italy
552064,2026-02-24 17:45:00+00:00,PLAYOFFS,Club Atlético de Madrid,Club Brugge KV,4,1,2,Spain,Belgium
552062,2026-02-24 20:00:00+00:00,PLAYOFFS,Newcastle United FC,Qarabağ Ağdam FK,3,2,2,England,Azerbaijan
552066,2026-02-24 20:00:00+00:00,PLAYOFFS,Bayer 04 Leverkusen,PAE Olympiakos SFP,0,0,1,Germany,Greece
552067,2026-02-24 20:00:00+00:00,PLAYOFFS,FC Internazionale Milano,FK Bodø/Glimt,1,2,0,Italy,Norway
552065,2026-02-25 17:45:00+00:00,PLAYOFFS,Atalanta BC,Borussia Dortmund,4,1,2,Italy,Germany
552060,2026-02-25 20:00:00+00:00,PLAYOFFS,Real Madrid CF,Sport Lisboa e Benfica,2,1,2,Spain,Portugal
552061,2026-02-25 20:00:00+00:00,PLAYOFFS,Paris Saint-Germain FC,AS Monaco FC,2,2,1,France,Monaco
552063,2026-02-25 20:00:00+00:00,PLAYOFFS,Juventus FC,Galatasaray SK,3,2,2,Italy,Turkey
552069,2026-03-10 17:45:00+00:00,LAST_16,Galatasaray SK,Liverpool FC,1,0,2,Turkey,England
552072,2026-03-10 20:00:00+00:00,LAST_16,Newcastle United FC,FC Barcelona,1,1,1,England,Spain
552071,2026-03-10 20:00:00+00:00,LAST_16,Atalanta BC,FC Bayern München,1,6,0,Italy,Germany
552073,2026-03-10 20:00:00+00:00,LAST_16,Club Atlético de Madrid,Tottenham Hotspur FC,5,2,2,Spain,England
552075,2026-03-11 17:45:00+00:00,LAST_16,Bayer 04 Leverkusen,Arsenal FC,1,1,1,Germany,England
552068,2026-03-11 20:00:00+00:00,LAST_16,Paris Saint-Germain FC,Chelsea FC,5,2,2,France,England
552070,2026-03-11 20:00:00+00:00,LAST_16,Real Madrid CF,Manchester City FC,3,0,2,Spain,England
552074,2026-03-11 20:00:00+00:00,LAST_16,FK Bodø/Glimt,Sporting Clube de Portugal,3,0,2,Norway,Portugal
552082,2026-03-17 17:45:00+00:00,LAST_16,Sporting Clube de Portugal,FK Bodø/Glimt,5,0,2,Portugal,Norway
552083,2026-03-17 20:00:00+00:00,LAST_16,Arsenal FC,Bayer 04 Leverkusen,2,0,2,England,Germany
552076,2026-03-17 20:00:00+00:00,LAST_16,Chelsea FC,Paris Saint-Germain FC,0,3,0,England,France
552078,2026-03-17 20:00:00+00:00,LAST_16,Manchester City FC,Real Madrid CF,1,2,0,England,Spain
552080,2026-03-18 17:45:00+00:00,LAST_16,FC Barcelona,Newcastle United FC,7,2,2,Spain,England
552077,2026-03-18 20:00:00+00:00,LAST_16,Liverpool FC,Galatasaray SK,4,0,2,England,Turkey
552079,2026-03-18 20:00:00+00:00,LAST_16,FC Bayern München,Atalanta BC,4,1,2,Germany,Italy
552081,2026-03-18 20:00:00+00:00,LAST_16,Tottenham Hotspur FC,Club Atlético de Madrid,3,2,2,England,Spain
556719,2026-04-07 19:00:00+00:00,QUARTER_FINALS,Real Madrid CF,FC Bayern München,1,2,0,Spain,Germany
556721,2026-04-07 19:00:00+00:00,QUARTER_FINALS,Sporting Clube de Portugal,Arsenal FC,0,1,0,Portugal,England
556720,2026-04-08 19:00:00+00:00,QUARTER_FINALS,FC Barcelona,Club Atlético de Madrid,0,2,0,Spain,Spain
556718,2026-04-08 19:00:00+00:00,QUARTER_FINALS,Paris Saint-Germain FC,Liverpool FC,2,0,2,France,England
556724,2026-04-14 19:00:00+00:00,QUARTER_FINALS,Club Atlético de Madrid,FC Barcelona,1,2,0,Spain,Spain
556722,2026-04-14 19:00:00+00:00,QUARTER_FINALS,Liverpool FC,Paris Saint-Germain FC,0,2,0,England,France
556723,2026-04-15 19:00:00+00:00,QUARTER_FINALS,FC Bayern München,Real Madrid CF,4,3,2,Germany,Spain
556725,2026-04-15 19:00:00+00:00,QUARTER_FINALS,Arsenal FC,Sporting Clube de Portugal,0,0,1,England,Portugal
552092,2026-04-28 19:00:00+00:00,SEMI_FINALS,Paris Saint-Germain FC,FC Bayern München,5,4,2,France,Germany
552093,2026-04-29 19:00:00+00:00,SEMI_FINALS,Club Atlético de Madrid,Arsenal FC,1,1,1,Spain,England
552095,2026-05-05 19:00:00+00:00,SEMI_FINALS,Arsenal FC,Club Atlético de Madrid,1,0,2,England,Spain
552094,2026-05-06 19:00:00+00:00,SEMI_FINALS,FC Bayern München,Paris Saint-Germain FC,1,1,1,Germany,France
552096,2026-05-30 16:00:00+00:00,FINAL,Paris Saint-Germain FC,Arsenal FC,5,4,2,France,England
575323,2026-09-08 16:45:00+00:00,LEAGUE_STAGE,Club Brugge KV,Aston Villa FC,2,3,0,Belgium,England
575324,2026-09-08 16:45:00+00:00,LEAGUE_STAGE,PAE AEK,LASK Linz,1,0,2,Greece,Austria
575325,2026-09-08 19:00:00+00:00,LEAGUE_STAGE,Real Madrid CF,FC Internazionale Milano,2,1,2,Spain,Italy
575326,2026-09-08 19:00:00+00:00,LEAGUE_STAGE,FC Porto,Manchester City FC,0,2,0,Portugal,England
575327,2026-09-08 19:00:00+00:00,LEAGUE_STAGE,Borussia Dortmund,Villarreal CF,3,2,2,Germany,Spain
575328,2026-09-08 19:00:00+00:00,LEAGUE_STAGE,Lille OSC,Real Betis Balompié,2,3,0,France,Spain
575329,2026-09-09 16:45:00+00:00,LEAGUE_STAGE,FC Barcelona,Feyenoord Rotterdam,5,1,2,Spain,Netherlands
575330,2026-09-09 16:45:00+00:00,LEAGUE_STAGE,VfB Stuttgart,Viking FK,3,1,2,Germany,Norway
575334,2026-09-09 19:00:00+00:00,LEAGUE_STAGE,Sporting Clube de Portugal,Galatasaray SK,3,1,2,Portugal,Turkey
575333,2026-09-09 19:00:00+00:00,LEAGUE_STAGE,SSC Napoli,Arsenal FC,0,1,0,Italy,England
575331,2026-09-09 19:00:00+00:00,LEAGUE_STAGE,Liverpool FC,Club Atlético de Madrid,2,1,2,England,Spain
575332,2026-09-09 19:00:00+00:00,LEAGUE_STAGE,Paris Saint-Germain FC,ŠK Slovan Bratislava,6,1,2,France,Slovakia
575335,2026-09-10 16:45:00+00:00,LEAGUE_STAGE,Fenerbahçe SK,AS Roma,1,1,1,Turkey,Italy
575336,2026-09-10 16:45:00+00:00,LEAGUE_STAGE,PSV,FK Shakhtar Donetsk,1,1,1,Netherlands,Ukraine
575339,2026-09-10 19:00:00+00:00,LEAGUE_STAGE,Como 1907,RB Leipzig,4,1,2,Italy,Germany
575337,2026-09-10 19:00:00+00:00,LEAGUE_STAGE,FC Bayern München,FK Bodø/Glimt,5,0,2,Germany,Norway
575338,2026-09-10 19:00:00+00:00,LEAGUE_STAGE,Manchester United FC,Sabah FK,4,0,2,England,Azerbaijan
575340,2026-09-10 19:00:00+00:00,LEAGUE_STAGE,SK Slavia Praha,Racing Club de Lens,2,3,0,Czech Republic,France
